source	isbn	name	author	label
Cobain LLC	9781558609016	Data Mining, Second Edition, Second Edition	jiawei han, micheline kamber	True
Booksoul	9781558609016	Data Mining: Concepts and Techniques	han	False
allenac	9781558609016	Data Mining, Second Edition, Second Edition	jiawei han, micheline kamber	True
yello  textbook	9781558609016	Data Mining: Concepts and Techniques	han	False
happybook	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques	jiawei han, micheline kamber	True
International Books	9781558609016	Data Mining : Concepts and Techniques (2nd Edition) (Softcover)	jiawei han, micheline kamber	True
Reliable Book Service	9781558609016	Data Mining: Concepts and Techniques	jiawei han, micheline kamber	True
Speedy Books shipping from USA!	9781558609016	Data Mining	han	False
Best Book Deals	9781558609016	Data Mining	han	False
cheaptext4u	9781558609016	Data Mining: Concepts and Techniques	han	False
ExtremelyReliable	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems) (The Morgan Kaufmann Series in Data Management Systems)	jiawei han, micheline kamber	True
Orca Books	9781558609016	Data Mining: Concepts and Techniques	jiawei han, micheline kamber	True
textbooksNow	9781558609016	Data Mining: Concepts &amp; Techniques	han	False
A1Books	9781558609016	Data Mining, Second Edition, Second Edition : Concepts And Techniques (the Morgan Kaufmann Series In Data Management Systems) (the Morgan Kaufmann Se	jiawei han, micheline kamber	True
Movies With A Smile	9781558609016	Data Mining: Concepts and Techniques	jiawei han, micheline kamber	True
Caiman	9781558609016	DATA MINING 2/E	jiawei han,	False
Quartermelon	9781558609016	Data Mining, Second Edition, Concepts and Techniques	jiawei han, micheline kamber	True
Browns Books	9781558609016	Data Mining	jiawei han,	False
AlphaCraze.com	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems) (The Morgan Kaufmann Series in Data Management Systems)	jiawei han, micheline kamber	True
Powell's  Books	9781558609016	Data Mining Concepts &amp; Techniques 2ND Edition	jiawei han,	False
Sunmark Store	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques	han	False
textbookxdotcom	9781558609016	Data Mining: Concepts and Techniques	han	False
Book Lovers USA	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems) (The Morgan Kaufmann Series in Data Management Systems)	jiawei han, micheline kamber	True
College Book Service	9781558609016	Data Mining: Concepts and Techniques, hc, 2006	jiawei han,	False
Paperbackshop-US	9781558609016	Data Mining	han	False
Stratford Books	9781558609016	Data Mining, Second Edition, Concepts and Techniques	jiawei han, micheline kamber	True
SARL Culture-Factory	9781558609016	Data Mining	jiawei han,	False
Quartermelon	9781558609016	DATA MINING CONCEPTS AND TECHNIQUES	han, jiawei kamber, micheline (simon fraser university, barnaby, canada)	False
LAKESIDE BOOKS	9781558609016	DATA MINING	han, jiaweikamber, micheline (simon fraser university, barnaby, canada)	False
Striped Ostrich	9781558609016	Data Mining : Concepts and Techniques	han	False
paperbackworld.de	9781558609016	Data Mining	jiawei han, micheline kamber	True
Books2Anywhere.com	9781558609016	Data Mining	han	False
AHA-BUCH	9781558609016	Data Mining	jiawei han, micheline kamber	True
Versandantiquariat Robert A. Mueller	9781558609016	Data Mining Concepts and Techniques	jiawei han, micheline kamber	True
AshleyJohnson	9781558609016	Data Mining, Second Edition, Second Edition : Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems) (The Morgan Kaufmann Series in Data Management Systems)	jiawei han, micheline kamber	True
Bobs Books	9781558609016	Data Mining: Concepts and Techniques, 2nd ed	han; kamber	False
Quartermelon	9781558609016	Data Mining: Concepts and Techniques, Second Edition	jiawei han, micheline kamber	True
The Book Depository	9781558609016	Data Mining	jiawei han,	False
Books Down Under	9781558609016	Data Mining: Concepts and Techniques, 2nd ed	han; kamber	False
Bobs Books	9781558609016	Data Mining	jiawei han,	False
Revaluation Books	9781558609016	Data Mining Concepts and Techniques	jiawei han, micheline kamber	True
WorldOfBooks	9781558609016	Data Mining - Concepts and Techniques, 2nd ed	han	False
Gunter Koppon	9781558609016	Data Mining - Concepts and Techniques, 2nd ed	han	False
Gunars Store	9781558609016	Data Mining - Concepts and Techniques, 2nd ed	han	False
DVD Legacy	9781558609016	Data Mining: Concepts and Techniques	han	False
Limelight Bookshop	9781558609016	Data Mining: Concepts and Techniques	jiawei han,	False
Jimmy LaRue	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	ron goldman, richard p. gabriel	True
PaceSetter Books	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Powell's  Books	9781558608893	Innovation Happens Elsewhere Open Source	goldman, ron	False
Caiman	9781558608893	INNOVATION HAPPENS ELSEW -OS	goldman, ron	False
A1Books	9781558608893	Innovation Happens Elsewhere : Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Book Lovers USA	9781558608893	Innovation Happens Elsewhere : Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Annex Books Inc	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Books2Anywhere.com	9781558608893	Innovation Happens Elsewhere	ron goldman, richard p. gabriel	True
Browns Books	9781558608893	Innovation Happens Elsewhere	goldman, ron	False
Quartermelon	9781558608893	INNOVATION HAPPENS ELSEWHERE OPEN SOURCE AS BUSINESS STRATEGY	ron goldman, richard p. gabriel	True
Blackwell Online	9781558608893	Innovation Happens Elsewhere	ron goldman, richard p. gabriel	True
LAKESIDE BOOKS	9781558608893	INNOVATION HAPPENS ELSEWHERE	goldman, rongabriel, richard p.	False
TheBookCom	9781558608893	Innovation Happens Elsewhere : Open Source As Business Strategy	goldman, ron	False
AHA-BUCH	9781558608893	Innovation Happens Elsewhere	ron goldman, richard p. gabriel	True
COBU GmbH & Co. KG	9781558608893	Innovation Happens Elsewhere	ron goldman, richard p. gabriel	True
Versandantiquariat Robert A. Mueller	9781558608893	Open Source Development Handbook	ron goldman, richard p. gabriel	True
paperbackworld.de	9781558608893	Open Source Development Handbook	ron goldman, richard p. gabriel	True
The Book Depository	9781558608893	Innovation Happens Elsewhere	goldman, ron	False
FREE POSTAGE ! @thebookcompany	9781558608893	Innovation Happens Elsewhere : Open Source As Business Strategy	goldman, ron	False
Bobs Books	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Books Down Under	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	ron goldman, richard p. gabriel	True
Bobs Books	9781558608893	INNOVATION HAPPENS ELSEWHERE	ron goldman, richard p. gabriel	True
Revaluation Books	9781558608893	Innovation Happens Elsewhere Open Source As Business Strategy	ron goldman, richard p. gabriel	True
Gunter Koppon	9781558608893	Innovation Happens Elsewhere - Open Source as Business Strategy	goldman, ron	False
WorldOfBooks	9781558608893	Innovation Happens Elsewhere - Open Source as Business Strategy	goldman, ron	False
Limelight Bookshop	9781558608893	Innovation Happens Elsewhere: Open Source as Business Strategy	goldman, ron	False
Gunars Store	9781558608893	Innovation Happens Elsewhere - Open Source as Business Strategy	goldman, ron	False
David's Books	9781558608729	Stochastic Local Search: Foundations &amp; Applications	hoos, holger; stutzle, thomas	True
Collegebooksdirect.com	9781558608729	Stochastic Local Search: Foundations &amp; Applications	hoos, holger; stutzle, thomas	True
Powell's  Books	9781558608729	Stochastic Local Search Foundations &amp; Ap	hoos, holger	False
Caiman	9781558608729	STOCHASTIC LOCAL SEARCH	hoos, holger	False
SARL Culture-Factory	9781558608729	Stochastic Local Search	hoos 0	False
Quartermelon	9781558608729	Stochastic Local Search, Foundations and Applications	by (author) hoos, holger h. by (author) st&uuml;tzle, thomas	False
LAKESIDE BOOKS	9781558608729	STOCHASTIC LOCAL SEARCH	hoos, holgerstutzle, thomas	False
AHA-BUCH	9781558608729	Stochastic Local Search	holger h. hoos	False
Stratford Books	9781558608729	Stochastic Local Search, Foundations and Applications	by (author) hoos, holger h. by (author) st&uuml;tzle, thomas	False
TheBookCom	9781558608729	Stochastic Local Search : Foundations And Applications	hoos, holger	False
The Book Depository	9781558608729	Stochastic Local Search	hoos	False
FREE POSTAGE ! @thebookcompany	9781558608729	Stochastic Local Search : Foundations And Applications	hoos, holger	False
Papamedia.com	9781558608729	Stochastic Local Search : Foundations &amp; Applications (The Morgan Kaufmann Series in Artificial Intelligence)	by (author) hoos, holger h. by (author) st&uuml;tzle, thomas	False
Limelight Bookshop	9781558608729	Stochastic Local Search: Foundations and Applications	hoos, holger	False
Speedy Books shipping from USA!	9781558608591	Policy-Based Network Management	john strassner	False
Reliable Book Service	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	john strassner	False
Best Book Deals	9781558608591	Policy-Based Network Management	john strassner	False
Powell's  Books	9781558608591	Policy Based Network Management Solution	john strassner	False
Sunmark Store	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	john strassner	False
A1Books	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	strassner, john btrabsner, john	False
HTBOOK	9781558608591	Policy-Based Network Management : Solutions for the Next Generation (Morgan Kaufmann Series in Networking)	john strassner	False
Caiman	9781558608591	POLICY-BASED NETWORK MGMT -OS	john strassner	False
SARL Culture-Factory	9781558608591	Policy-Based Network Management	strassner	False
LAKESIDE BOOKS	9781558608591	POLICY-BASED NETWORK MANAGEMENT	john strassner	False
TheBookCom	9781558608591	Policy-Based Network Management : Solutions For The Next Generation	john strassner	False
Blackwell Online	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	strassner, john btrabsner, john	False
The Book Depository	9781558608591	Policy-Based Network Management	strassner	False
Papamedia.com	9781558608591	Policy-Based Network Management : Solutions for the Next Generation (The Morgan Kaufmann Series in Networking)	john strassner	False
Bobs Books	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	john strassner	False
Books Down Under	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	john strassner	False
WorldOfBooks	9781558608591	Policy-Based Network Management - Solutions for the Next Generation	john strassner	False
Gunter Koppon	9781558608591	Policy-Based Network Management - Solutions for the Next Generation	john strassner	False
Limelight Bookshop	9781558608591	Policy-Based Network Management: Solutions for the Next Generation	strassner, john s.	False
Gunars Store	9781558608591	Policy-Based Network Management - Solutions for the Next Generation	john strassner	False
SalesOn	978155860846X	Multicast Sockets: Practical Guide for Programmers (The Practical Guides)	not available	False
A1Books	978155860846X	Multicast Sockets: Practical Guide for Programmers (The Morgan Kaufmann Practical Guides)	david b. makofske, kevin c. almeroth	False
Caiman	978155860846X	MULTICAST SOCKETS	almeroth, kevin c.	False
SARL Culture-Factory	978155860846X	Multicast Sockets	almeroth	False
Book Lovers USA	978155860846X	Multicast Sockets: Practical Guide for Programmers (The Practical Guides)	david makofske; kevin almeroth	True
The Book Depository	978155860846X	Multicast Sockets	almeroth	False
Papamedia.com	978155860846X	Multicast Sockets : Practical Guide for Programmers (The Practical Guides)	david makofske; kevin almeroth	True
Revaluation Books	978155860846X	Multicast Sockets Practical Guide for Programmers	david makofske; kevin almeroth	True
boox2relyon	978155860846X	MAKOFSKE Multicast Sockets	david makofske; kevin almeroth	True
Limelight Bookshop	978155860846X	Multicast Sockets: Practical Guide for Programmers	almeroth, kevin c.	False
Reliable Book Service	978155860829X	Bioinformatics: Managing Scientific Data	not available	False
Speedy Books shipping from USA!	978155860829X	Bioinformatics: Managing Scientific Data	zo&eacute; lacroix	False
Best Book Deals	978155860829X	Bioinformatics: Managing Scientific Data	zo&eacute; lacroix	False
Mor-books	978155860829X	Bioinformatics : Managing Scientific Data (Morgan Kaufmann Series in Multimedia Information and Systems)	lacroix, zoe (editor); critchlow, terence (editor)	True
Oakwood Books/ EMB Triad	978155860829X	Bioinformatics: Managing Scientific Data (The Morgan Kaufmann Series in Multimedia and Information Systems)	zo?? lacroix~terence critchlow	False
A1Books	978155860829X	Bioinformatics: Managing Scientific Data	zoe lacroix	False
Powell's  Books	978155860829X	Bioinformatics Managing Scientific Data	zoe lacroix	False
Quartermelon	978155860829X	Bioinformatics, Managing Scientific Data	edited by lacroix, zo&eacute; edited by critchlow, terence	False
Browns Books	978155860829X	Bioinformatics	lacroix, zoe (arizona state university, usa)	False
Caiman	978155860829X	BIOINFORMATICS	zoe lacroix	False
Book Lovers USA	978155860829X	Bioinformatics: Managing Scientific Data (The Morgan Kaufmann Series in Multimedia and Information Systems)	not available	False
Stratford Books	978155860829X	Bioinformatics, Managing Scientific Data	edited by lacroix, zo&eacute; edited by critchlow, terence	False
Quartermelon	978155860829X	BIOINFORMATICS MANAGING SCIENTIFIC DATA	editor: lacroix, zoe	False
SARL Culture-Factory	978155860829X	Bioinformatics	lacroix	False
LAKESIDE BOOKS	978155860829X	BIOINFORMATICS	not available	False
AHA-BUCH	978155860829X	Bioinformatics	lacroix, zoe (editor); critchlow, terence (editor)	True
TheBookCom	978155860829X	Bioinformatics : Managing Scientific Data	lacroix, zoe (ed.)	False
